aðgerðaráætlun;490006;kvk;aðgerðaráætlunnar;aðgerðaráætlunar;EFET;4;VILLA;NN4N-END;;;2012-2012;RIS19
aðgæta;434476;so;aðgiæta;aðgæta;;0;URE;;;;1745-1745;KLIM
aðgæsla;150344;kvk;adgiætslu;aðgæslu;;0;URE;;;;1790-1810;MARRONS_SAGA
aðgæsla;150344;kvk;adgiætslu;aðgæslu;;0;URE;;;;1790-1810;FIMM_BRAEDRA_SAGA
aðgæta;434476;so;aðgiætte;aðgætti;;0;URE;;;;1745-1745;KLIM
aðgjörð;127229;kvk;adgiørda;aðgjörða;EFFT;0;URE;;;;1790-1810;FIMM_BRAEDRA_SAGA
aðgjörð;127229;kvk;adgiørda;aðgjörða;EFFT;0;URE;;;;1790-1810;MARRONS_SAGA
aðgæta;434476;so;aðgjæta;aðgæta;;0;URE;;;;1745-1745;KLIM
aðgæta;434476;so;aðgjætande;aðgætandi;LHNT;0;URE;;;;1745-1745;KLIM
aðgæta;434476;so;aðgjæti;aðgæti;;0;URE;;;;1745-1745;KLIM
aðgætinn;174360;lo;aðgjætne;aðgætni;FVB-KK-NFET;0;URE;;;;1745-1745;KLIM
aðgætni;130724;kvk;aðgjætne;aðgætni;;0;URE;;;;1745-1745;KLIM
aðgæta;434476;so;aðgjætt;aðgætt;GM-SAGNB;0;URE;;;;1745-1745;KLIM
aðgæta;434476;so;aðgjætte;aðgætti;;0;URE;;;;1745-1745;KLIM
aðgæta;434476;so;aðgjættu;aðgættu;;0;URE;;;;1745-1745;KLIM
aðgæta;434476;so;aðgjættum;aðgættum;;0;URE;;;;1745-1745;KLIM
ráðgjafi;106449;kk;áðgjafi;ráðgjafi;NFET;5;VILLA;;ASLSTAFVANTAR;;;MIDEIND
aðgreindur;412682;lo;aðgreinde;aðgreindi;FVB-KK-NFET;0;URE;;;;1745-1745;KLIM
aðgreina;434475;so;aðgreinde;aðgreindi;;0;URE;;;;1745-1745;KLIM
